city,county,state,property_type,price,description
Los Angeles,Los Angeles County,CA,CONDO,697000,"22243 1/4 Erwin St, Los Angeles, CA 91367 is a condo home that contains 1,519 sq ft and was built in 1972. It contains 2 bedrooms and 3 bathrooms. This home last sold for $697,000 in October 2021. 
 
The Zestimate for this house is $736,300. The Rent Zestimate for this home is $3,363/mo. "
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,700000,"Come home to a welcoming sight!. Beautifully upgraded, well maintained home that looks like it was taken from a magazine. A very peaceful neighborhood with wide streets and plenty of parking. Home has upgraded to a central HVAC with energy saving windows. Granite countertops in kitchen and bathrooms. Brand new dishwasher. Laminate and tile floors. Driveway and carport can sit up to 6 cars. Front yard was meticulously designed for lazy afternoons/evenings. Designer paint all throughout the house. There are plenty of pleasant surprises to be seen. An expansive backyard has the potential of an ADU. Centrally located close to where the 5, 405 and 210 converge. Very near several schools, including Sylmar Charter High School and LA Mission College. And if you're an avid golfer or just wanting to enjoy a park, you can always head to El Cariso Park and Golf Course. Hospitals are close by and emergency services are blocks away. Come and see it for yourself!"
Playa Del Rey,Los Angeles County,CA,CONDO,685000,"Imagine waking up to the sun shining through your plantation shutters. Picture walking to your recently renovated kitchen with white shaker cabinets, quartz counters, & stainless steel appliances to grab your hot tea to start the day. Stroll through the open living and dining space to catch the morning view from your third floor balcony. You're interrupted from getting the day's updates on your iphone by a passing hummingbird. This 3 bed, 2 bath condo includes 2 pools, a spacious community center, tennis, basketball courts, and a gym. The grounds include over a hundred mature trees. Situated less than a mile from the ocean, & close to shops and restaurant, this is Playa Del Rey. Yes, the bathrooms are nicely remodeled. The living area is tiled and the beds and hallway have new carpet. Just a 5 minute drive to LAX.  Come enjoy all that is Silicon Beach."
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,689000,"PRICE REDUCTION.  Attention, Community Care Providers in need of 6 bedrooms, Builders/Contractors, Investors, Large families, This large  Home features 6 bedrooms, 3 bathrooms, and is 2728SF.  Public records list 2 baths,  but there are 3, with 2 downstairs.  The City zoning is LARD3, but the home appears to be a nonconforming structure, whereas the building requirements may have changed in recent years.   You Building professionals may know the requirements to convert, and if it is possible to upgrade this single-family home,  to a 3 unit residence,  as per the recorded zoning states,  or may know how to get a variance.   Home needs repairs but is priced to sell!  All offers will be reviewed,  so please don't hesitate, but please submit your best offers."
Van Nuys,Los Angeles County,CA,SINGLE_FAMILY,702000,"A Great Opportunity to own a Lake Balboa Starter Home situated in a Beautiful and Desirable Lake Balboa neighborhood!  Surrounded by much Higher Priced Homes. This Mid Century Modern Fixer offers 2 spacious bedrooms, 1 full bath, original hardwood floors, central air and heat. This lovely home also offers a spacious backyard which has plenty of room for a pool or to possibly add more living space in the future.   Hurry because this Lake Balboa home will certainly Sell Fast!!!"
Winnetka,Los Angeles County,CA,SINGLE_FAMILY,703000,"Charming Single Story sits on cul de sac in wonderful Winnetka neighborhood.  Great starter home with good bones and room to improve & expand!  Features include 3 bedrooms + 1.75 baths, wood laminate floors in bedrooms, hallway, & LR.  Spacious kitchen with 5 burner gas stove & hood, single wall oven, dishwasher, double stainless sink & tile floor.  Large breakfast area perfect for dining.  Laundry room with hookups & utility sink with back door which enters yard.  Living Room with Rock Fireplace, slider to private yard with patio/cover.  Bedrooms are light & bright with ample closet space, built in linen closet in hallway.  3/4 Hallway Bath with updated double sink vanity, tile shower over tub. Private Master with updated bath features stall shower with glass enclosure, single sink vanity, tile floor.  Ample front parking in driveway, covered breezeway between garage & house. Large cement side yard - possible dog run. XL 2 car garage, space for workshop.  Side Iron Gate to secure yard, newer built block wall on one side."
Canoga Park,Los Angeles County,CA,SINGLE_FAMILY,700000,"Opportunity Knocks!! This is a quality built home by Heltzer! The original 1957 charm is still here, but it needs some TLC to make it GREAT again.  Old world quality features such as hard wood floors, lath & plaster interior walls.  Call your painter and then move right in! Nice split floor plan master suite with a 3/4 bath on the right at the front entry.  Living room with fireplace for those cozy chilly nights, plus double set of french doors leading out to back yard. Kitchen and family/breakfast room centrally located.  Lots of natural night into the family room and a large window over the kitchen sink that looks out to the back yard. Laundry room right off kitchen!  Plenty of cabinets in the kitchen & laundry room. Laundry room has a door that leads to back yard as well. Continue down a hallway to find a full bath and two more bedrooms.  Years ago one of these bedrooms was modified adding another 140 approx. sqft. Plus another large closet. This one room could be a nice suite for guests or for a big family.  Attached oversize 2 car garage featuring all kinds of storage cabinets & attic storage. Roll up garage door.  Large covered patio in back and big yard area. Shed in the corner of the yard could be a kid's play house or Dad's tool storage shed. Sold as is, but priced accordingly."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,700000,"12806 Borden Ave, Sylmar, CA 91342 is a single family home that contains 1,252 sq ft and was built in 1939. It contains 3 bedrooms and 2 bathrooms. This home last sold for $700,000 in September 2021. 
 
The Zestimate for this house is $677,400. The Rent Zestimate for this home is $3,204/mo. "
Playa Del Rey,Los Angeles County,CA,CONDO,700000,"8701 Delgany Ave #20A, Playa Del Rey, CA 90293 is a condo home that contains 1,682 sq ft and was built in 1965. It contains 2 bedrooms and 3 bathrooms. This home last sold for $700,000 in September 2021. 
 
The Zestimate for this house is $1,008,400. The Rent Zestimate for this home is $4,440/mo. "
Woodland Hills,Los Angeles County,CA,SINGLE_FAMILY,700000,"23030 Dolorosa St, Woodland Hills, CA 91367 is a single family home that contains 1,448 sq ft and was built in 1966. It contains 3 bedrooms and 2 bathrooms. This home last sold for $700,000 in September 2021. 
 
The Zestimate for this house is $740,300. The Rent Zestimate for this home is $3,499/mo. "
Los Angeles,Los Angeles County,CA,CONDO,685000,"Soaring 23 stories above LA’s dramatic skyline, make The Mercury at Wilshire & Western your home. This 1010 sq.ft 2/2 bath with balcony facing the north side comes with brand new, never been used floors and kitchen cabinets, elevated ceilings, expansive windows, stainless steel appliances and custom cabinetry in the second bedroom. There is also a separate door for entrance and exit access to the second bedroom. The Mercury offers the best value for true high-rise living in Mid-Wilshire. Home to an exclusive resident only SKYDECK, enjoy this breathtaking rooftop with panoramic and immaculate views to DTLA, the Hollywood Hills, all the way to the Pacific. The rooftop comes equipped with a resort-style pool, Jacuzzi, state-of-the-art fitness complex, BBQ, reflection area and grass event lawn. The Mercury’s central location is a gathering place like no other.  This home is great for both an owner-occupied first time condo buyer or even as a second investment for those that need to be in the city."
Los Angeles,Los Angeles County,CA,TOWNHOUSE,699000,"Beautiful Spanish Style Building Condo in highly desirable Hancock Park. This move-in-ready Townhouse style unit has been entirely remodeled with a designer's touch.  The kitchen has New beautiful Quartz Countertops with Custom designed Subway-tiled backsplashes, new white cabinets with gorgeous satin nickel classic contemporary style hardwares, and Brand new BOSCH stainless appliances; Refrigerator, Combination single wall oven, Cooktop, and Dishwasher.   The Master bathroom has a tiled shower room with a Retrofit Shower Panel with 2 individual body massage jets.  Vanity with Quartz Countertop and an Elegant Style brushed nickel single handle faucet. The full bathroom has a bathtub with custom designed glass panels and a niche. New windows, doors and closet systems.  New painting, waterproof SPC flooring and recessed LED lighting throughout. Private balcony on the first floor and extra common outdoor spaces on the second floor.  Central HVAC, laundry room w/side by sides washer and dryer hookups on the second floor. Two gated side-by-side parking spaces, an outdoor pool and a recreation room. Low HOA. This property is located on the west side of the K-town. Close to Downtown LA, USC, Larchmont Village, LACMA, Hollywood, and many other places. Family-friendly, Good schools, Quiet neighborhood near Metro Line, trendy Restaurants and shopping, entertainment, and freeways. Must see! Experience the Los Angeles Lifestyle!"
Los Angeles,Los Angeles County,CA,TOWNHOUSE,699000,"As a move in promotion, WE ARE GIVING AWAY FREE MONTH OF RENT. 

Rare opportunity to lease this modern townhouse near Larchmont that has been fully renovated with attention to detail. The primary living space is open concept and filled with an abundance of lights through the sliding doors to the balcony. Large living room with high ceiling which naturally flows into kitchen with quartz top features new stainless steel appliances.
Both bedrooms and tastefully renovated bathrooms done with sophisticated touches are located upstairs. Side by side washer and dryer upstairs provides ultimate laundry convenience. Both large bedrooms comes with good size closets.
Enjoy tranquil retreat in the cozy pool!
Generous 2 parking spaces are big enough to park 2 large SUVs. With Larchmont Village at 5-minute distance, Sunday's farmers market will be the new go-to grocery. Located at the center of everywhere this home is just minutes away from Hollywood, Beverly Hills, Koreatown, Paramount Studios, DTLA, and Freeways."
Los Angeles,Los Angeles County,CA,CONDO,689000,"Completely remodeled unit in a small, gated, TIC building near the heart of Historic Filipinotown & Echo Park. This upper unit has an open living space featuring beautiful natural light, high ceilings and a kitchen with top-of-the-line appliances. A quiet en-suite bedroom with hillside views is located down a spacious hall at the rear of the unit, offering privacy from the living space. Two additional bedrooms share a bathroom and are perfect for a childs room, home office or guests. This unit has a private, well sized outdoor patio with endless possibilities for outdoor enjoyment. Additional features include: recessed lighting, Milgard double paned windows, updated electrical and plumbing, Lutron lighting, and private parking. Just moments to restaurants, parks and other recreation this unit is the perfect opportunity for first time buyers."
Wilmington,Los Angeles County,CA,SINGLE_FAMILY,705000,"Welcome to 1519 Frigate Ave! Located in West Wilmington, this charming, well-maintained 3 bed, 2 bath home is on the market for the first time in over 50 years. Besides great curb appeal, the home features BRAND NEW central cooling and heating (with transferable warranty), copper plumbing, updates to the bathrooms, refinished kitchen cabinets, granite-style countertops, new kitchen sink plumbing and garbage disposal, laminate flooring throughout, and newly painted interior walls. A permitted bonus room provides an additional seating area plus sliding door access to the backyard. The spacious ""blank slate"" backyard includes a fire pit and numerous mature fruit trees. The home also features a 2 car garage, is situated in a desireable neighborhood... nearby to the sprawling Ken Malloy Harbor Regional Park, with close freeway access to Los Angeles, San Pedro and the South Bay."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,705000,"Welcome to Sylmar! This 3 bedrooms and 2 bathroom home are in a well-established neighborhood. Exterior features include curb appeal, covered parking, a nice hardscape, and landscaping. The living room has beam ceilings and an awesome corner stone fireplace. You will love the custom paint & tile throughout. The kitchen has been updated with granite counters, custom cabinets, and stainless steel appliances.  All this and a nicely landscaped backyard and stamped concrete patio for great family gatherings."
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,690000,"Beautiful 3 bedroom, 2.5 bathroom home in the heart of LA!"
Sunland,Los Angeles County,CA,SINGLE_FAMILY,705000,"Hurry - this one wont last!!! Amazing 2 bedroom 1 bath home on an extremely quiet street in Sunland offers a lot of upgrades such as a brand new roof and 2 tankless water heaters. More importantly, there is an additional 420 square foot guesthouse in the back that is complete with full bathroom, kitchen, large walk-in closet. This house is a must-see! Sprawling pavers and artificial turf greet you to this beautiful home. From the original 1920's hardwood floors to the large deck extending from the back of the main house, this home offers all this and much more!"
Granada Hills,Los Angeles County,CA,SINGLE_FAMILY,700000,null Brokered And Advertised By: Homes for You Listing Agent: Kathy K. Karamusyan
Los Angeles,Los Angeles County,CA,TOWNHOUSE,700000,"This move-in ready, 1,485 square feet, 3 bed, 2.5 bath property offers open living concept with a combination of kitchen, dining, and living room area on the first floor with  bath and laundry space, and a large pantry cabinet with ample space for storing all your household items. It also features a two-car garage with additional built-in storage. Upstairs, you will find a large master suite with a private bathroom and a spacious walk-in closet. There are two additional bedrooms with closets and a shared bathroom. Also has central air and attic fan. Maple hardwood stairs and floors throughout the house. Private backyard has custom paving stone floors and planters. Great for weekend BBQs, entertaining family and guests, or just relaxing by the water feature surrounded by tall cypress trees that provide shade and additional privacy. Local access to schools, hospitals, parks, grocery stores, LA Arts District, Little Tokyo, Chinatown, Downtown, Dodgers Stadium, Union Station, and access to major freeways and highway."
Studio City,Los Angeles County,CA,SINGLE_FAMILY,700000,"3815 Berry Dr, Studio City, CA 91604 is a single family home that contains 1,334 sq ft and was built in 1947. It contains 2 bedrooms and 2 bathrooms. This home last sold for $700,000 in September 2021. 
 
The Zestimate for this house is $743,300. The Rent Zestimate for this home is $5,749/mo. "
San Pedro,Los Angeles County,CA,TOWNHOUSE,705000,"In one of the most sought-after neighborhoods in San Pedro sits this beautiful, bright, and airy 3-bedroom townhome. On the main floor, you will find an abundance of living space, giving plenty of options for comfort and relaxation, while the main level powder room offers convenience. The kitchen comes complete with stunning quartz countertops, tile backsplash, under-cabinet lighting, and plenty of storage. Just through the sliding doors, the peaceful patio awaits, creating a serene setting for reading a book or dining al fresco with friends. Upstairs, the well-appointed master bedroom boasts dual closets and a thoughtfully remodeled, double-vanity bathroom. The second level also features two more spacious bedrooms and a second full bathroom. This home has it all, with a two-car garage, plenty of storage, and a washer and dryer. Take a stroll down winding walkways through the lushly landscaped greenbelts of this beautiful neighborhood, and don’t miss the sparkling pool and first-rate tennis courts. The Gardens will make you feel like you’re in a quiet, far-from-the-city oasis, but with easy access to freeways, shopping, schools, dining, and beaches, this is a home you don’t want to miss!"
Los Angeles,Los Angeles County,CA,TOWNHOUSE,700000,"This move-in ready, 1,485 square feet, 3 bed, 2.5 bath property offers open living concept with a combination of kitchen, dining, and living room area on the first floor with  bath and laundry space, and a large pantry cabinet with ample space for storing all your household items. It also features a two-car garage with additional built-in storage. Upstairs, you will find a large master suite with a private bathroom and a spacious walk-in closet. There are two additional bedrooms with closets and a shared bathroom. Also has central air and attic fan. Maple hardwood stairs and floors throughout the house. Private backyard has custom paving stone floors and planters. Great for weekend BBQs, entertaining family and guests, or just relaxing by the water feature surrounded by tall cypress trees that provide shade and additional privacy. Local access to schools, hospitals, parks, grocery stores, LA Arts District, Little Tokyo, Chinatown, Downtown, Dodgers Stadium, Union Station, and access to major freeways and highway."
Mission Hills,Los Angeles County,CA,SINGLE_FAMILY,695000,"Beautifully maintained and Great value with this one story style home .  Excellent curb appeal freshly painted, lush green lawn, well-maintained planters, and brick accents create an inviting front yard. Enter through stylish wood and iron front door into this well maintained 3+2 (or 2 bedrooms + convertible den) with smooth ceilings and birch wood floors.  The kitchen boasts breakfast bar, granite countertops with decorative backsplash, pendant lighting and pantry.  Living room is highlighted by exposed wood beamed ceiling, rich wood floors, wood cased picture window, sliding glass door access to back yard and large brick fireplace with raised hearth.   Den/bonus room has en-suite ¾ bath(could easily be made into the 3rd bedroom – alcove area ideal for closet) with direct access to back yard.  2 additional bedrooms feature large windows and share full, hall bath. This home has been very well cared for and boasts new central HVAC, new roof ( just installed in early 2021) and the plumbing has been redone with PEX.  Private back yard boasts large, new patio cover, spa,  additional patio/cabana area is beautiful landscaped.  Conveniently located near restaurants, shopping, recreation, and freeways."
Northridge,Los Angeles County,CA,SINGLE_FAMILY,700000,"8826 Paso Robles Ave, Northridge, CA 91325 is a single family home that contains 1,418 sq ft and was built in 1953. It contains 3 bedrooms and 2 bathrooms. This home last sold for $700,000 in September 2021. 
 
The Zestimate for this house is $743,600. The Rent Zestimate for this home is $3,528/mo. "
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,700000,"This beautiful home is nestled on a sweeping 7,468 sq.ft. cul-de-sac lot in a fantastic Sylmar neighborhood and the owner has priced to sell. Here are just a few of its many other fine features: Its mountain views, swaying palm trees, lush lawn and colorful planters enhance its eye-catching curb appeal* You'll step into a flowing 1,289 sq.ft. floor plan that is in ""Move-In-Condition"" with the complementary laminate flooring* The spacious living room is bathed in natural light from the French doors to the patio and is further enhanced by a floor-to-floor ceiling mantled brick fireplace * The family's cook is going to truly appreciate the updated kitchen ample cabinets, quartz counters with full backsplash, built in stainless steel appliances, easy care tile flooring, sit down breakfast area and the convenience of the adjointing dining room*All 4 bedrooms have updated 6 panel closet doors; The master suite also has a updated private bathroom with new vanity and new tiled shower & floor* A total of 2 updated bathrooms* Functionally located laundry* Central heat* The oversized driveway and the 2 car detached garage provides plenty of secure off street parking* Possible RV access* Great location close to parks, shopping, dining, mass transportation and the 210 freeway."
North Hills,Los Angeles County,CA,SINGLE_FAMILY,690000,"Families and Investors come tour this gem. This property has a big backyard with room to add a pool. Detached garage for possible ADU/Guest House. First time on the market in decades, a highly desirable North Hills property offers 3 Bed + 2 Bath with approximately 1,567 square feet including the Den that has 2 bonus Rooms. Hardwood floors in living room and bedrooms, carpet in den and tile in kitchen & laundry room. 2 car detached garage, washer/dryer hookups, stove, central A/C (A/C only in main home, not in Den or bonus rooms) Schools near by Oliver Wendell Holmes Middle School, Mayall Street Elementary School & Northridge Academy High."
Los Angeles,Los Angeles County,CA,CONDO,695000,"Welcome to this bright and spacious second floor 2 bed 2 bath in this highly sought after Westwood, Century City-adjacent location. Both bedrooms have laminate hardwood floors and generously sized walk-in closets. The master bedroom gets excellent light and enjoys a spacious bathroom with dual vanity and plenty of storage space. The complex has controlled entry, mail boxes in foyer and 2 tandem parking spots are included. This freshly painted unit with 1 common wall features floor to ceiling windows in the primary suite, sliding glass doors to East-facing balcony in living area, stacked W/D, central AC/Heat, gas FP with stone mantle and dining area wet bar. Glendon Villas HOA includes EQ insurance and central patio area with spa."
Tujunga,Los Angeles County,CA,CONDO,700000,"This Beautiful Mediterranean Unit in the heart of Tujunga! This 4 bedroom & 3 bathroom end unit large 2,100 sqft provides a spacious living area that accompanies incredible natural light, crown moldings, recess lighting, hardwood floors, a fireplace, and your very own private patio with fruit trees. A gorgeous kitchen with custom cabinetry, granite counters, stainless steel appliances, and in unit laundry. The master bedroom is huge with a great view from your balcony with a double sink master bathroom. The spacious backyard offers an opportunity to relax in private, also perfect for entertaining and relaxing.  Amazing private walk in storage included in the parking garage which has two parking spaces side by side with guest parking."
Los Angeles,Los Angeles County,CA,CONDO,685000,"Unique opportunity to own this 2-bed, 2 full-bath condominium home in a highly desirable luxury building in Westchester. This unit has open views and includes many upgrades. Open floor plan with direct access from all the rooms to the oversized private patio, gourmet kitchen with custom cabinets and hardwood floors in the common areas. The owner's suite has a walk-in closet and an oversized bath with enclosed shower and separate soaking tub. HOA includes earthquake insurance. Community amenities include a beautiful Tuscan style club room, gated private parking garage, lots of guest parking, heated pool, spa, fitness center, courtyards and controlled access. Conveniently located just minutes to LAX, Silicon Beach Tech Hub, the new NFL SoFi Stadium, and the new Metro Line LAX to DTLA (to be completed in 2021). In proximity to Marina del Rey and the fun and famous beaches of Venice and Santa Monica. Some of LA’s best shopping, dinning, and nightlife spots are just a short drive away. Easy access to 405, 90 & 10 Freeways. Welcome home!"
Los Angeles,Los Angeles County,CA,CONDO,690000,"Stunning 1920's Spanish garden 2-bedroom unit in an intimate four-unit community in East Hollywood, carefully restored to its original beauty and fronted by your own private fenced-in yard with natural shade from the mature tree. Don't worry. This yard is low maintenance, with gravel hardscape and drip irrigation, leaving you to sit and enjoy. Head inside past a blonde hardwood door into a remodeled, spacious living room that features a period faux fireplace with ornate, beautiful details, high ceilings, refinished hardwood floors, and vintage restored casement windows. The light here is spectacular. Open to the large kitchen featuring shaker cabinets, quartz counters, open shelving over our new favorite white organic tile, brass fixtures, new appliances, butcher block island, and french doors out to a side patio perfect for a little BBQ spot. Need a space to work? We've made the oversized closet into a little office, with an original built-in cabinet and open shelves. Head down the hallway to a full bathroom featuring original details with a modern update, hex black and white tile floors, an adorable pedestal sink, a full tub with new tile enclosure, and original built-in linen cabinet. Parking for two, in-unit laundry, and low HOAs. Close to community favorites like Silver Lake Junction, Home State, and Sqirl."
Panorama City,Los Angeles County,CA,SINGLE_FAMILY,690000,"Welcome to 8644 Katherine Avenue. This beautiful 3 bedroom single-story home is located in a quiet residential area of Panorama City. Property features a private gated front yard with mature landscaping. Backyard proudly displays an assortment of fruit trees including avocado, guava, citrus, and fig. This home has an automatic gate, large concrete driveway for multiple vehicles, and attached 2-car garage with automatic garage opener. Conveniently located near parks, schools, freeways and shopping."
Los Angeles,Los Angeles County,CA,CONDO,685000,"Look no further than this beautiful unit in the LUMA building! Located in South Park, this unit has one of the best views of the city along with floor to ceiling windows, private balcony, lots of natural light and 10 foot ceilings. The unit also features renovated kitchen/bathroom cabinets, upgraded kitchen island, upgraded granite counter tops, custom designed walk-in closet, sliding bedroom doors for privacy, full size washer/dryer unit and a brand new E.V. charging station for your electric car! With a walk score of 95 and transit score of 100, this unit is walking distance to the PICO Metro stop, Nokia Center, Staples Center, L.A. Live, Whole Foods, Ralph's, Prank Bar and many other trendy restaurants in Downtown. 24/7 front desk service, 24/7 security, on site management, heated pool, Jacuzzi, gated parking and gym."
North Hollywood,Los Angeles County,CA,SINGLE_FAMILY,695000,The house is larger than the picture depicts. Well-maintained home looking for the inspiration of new owners. Long-term tenants will relocate amicably before closing. The home does need a makeover and the seller is looking for the smoothest possible transaction and will not be doing any repairs or updates. Only the strongest and cleanest offers will be of interest to the seller. All offers are drive by first and showings are available with accepted offer.
Winnetka,Los Angeles County,CA,SINGLE_FAMILY,700000,"20354 Gault St, Winnetka, CA 91306 is a single family home that contains 1,620 sq ft and was built in 1955. It contains 3 bedrooms and 2 bathrooms. This home last sold for $700,000 in September 2021. 
 
The Zestimate for this house is $745,300. The Rent Zestimate for this home is $3,650/mo. "
Panorama City,Los Angeles County,CA,CONDO,685000,"***3 BED W/OPTIONAL 4TH/OFFICE*** One of the unit with the BIGGEST BACKYARD! This gorgeous detached single-family home is in a cozy gated community. Built in 2007 and approximately 1852 square feet of living space, this elegant home has high vaulted ceilings that allow natural light to brighten the whole first floor. The seller spent over $50,000 on recent remodeling: brand new flooring, kitchen cabinets, carpet, and painted walls throughout the entire house. There is direct access to 2 car garage with washer and dryer hook-ups. The second floor includes two generously sized bedrooms, adjacent full bathroom, a spacious master suite, and a cozy loft. The master suite is complete with en-suite bath and a walk-in closet. There is plenty of space to garden or spend time with family in the backyard with concrete patio and new grass. The HOA is low - only $137 per month. This home is in an ideal location with easy access to freeways, restaurants, and grocery stores.     This is the home you have been waiting for! Don’t want to miss this fantastic opportunity to own your dream home!  Check it out for yourself through the 3D virtual tour link here:https://tours.previewfirst.com/ml/115135"
Reseda,Los Angeles County,CA,SINGLE_FAMILY,687000,"Great opportunity to own this desirable single family home in a fantastic location and neighborhood in Reseda.  This charmer offers 2 bedroom and 1 bath approximately 900 Sqft. of living space situated on a spacious and entertainment friendly 5,734 square foot lot. Spacious living room with hardwood floors, open kitchen with tile floors and counters. Additional features include: New carpet , new interior paint, and laundry in kitchen.  Centrally located near plenty of shopping,  great restaurants, parks and easy access to 101 freeway."
San Pedro,Los Angeles County,CA,TOWNHOUSE,685000,"Close your eyes, now open them, to see pure serenity. Nestled among the lush trees, living is easy.  Unlocking the door to your home you will be greeted with exaggerated smooth high ceilings and flooded with natural light coupled with beautiful laminate wood flooring and large oversized windows.  Location for this unit is definitely a large plus.  This spacious and creatively laid out townhome with 2 bedrooms and 3 baths creates a warm, friendly, entertaining atmosphere, with an oversize private yard for entertaining morning, noon and night. The feeling of warmth and happiness combined with pleasureful living is the setting for this townhome coupled inside an unsurpassed complex highlighted by the added features of exceptional amenities! As you step inside your Master Bedroom you will instantly be welcomed with features that contribute to even more privacy.... allowing you to leave the sliding glass doors always open to enjoy the sounds of the birds chirping and take advantage of the cool winds blowing and the forest like atmosphere created by the abundance of large blossoming trees. This lovely home radiates many relaxing, positive vibes.  As your visitors arrive they will be overwhelmed with the natural beauty and tranquility as they walk up the path to your home enveloped in seclusion. You will appreciate a short drive for your everyday needs whether it's picking up those forgotten items at the grocery store or a quick trip for a shot of espresso at that favorite coffee shop.  This checklist has been completed,  Call your agent to schedule a showing while this property is still available."
Van Nuys,Los Angeles County,CA,SINGLE_FAMILY,685000,"Here's your chance to own this charming home in Van Nuys which has been well-cared for by its original owner who lived here for seventy years. The single-story home with a 1-car garage plus a single carport boasts an expansive backyard with a heated pool, outdoor jacuzzi, and an outdoor Tiki bar offering true Southern California style outdoor living. Enjoy the weekends cooling off poolside and entertaining friends. An architectural extended bonus area/patio was added as an extension from the living room.  Buyer to verify square footage. Investors bring your vision to life!"
Woodland Hills,Los Angeles County,CA,TOWNHOUSE,699000,"Live your best resort life in this pristine Warner Village 1, Floor Plan B, tri-level townhome. Warner Village is a highly desirable community in Woodland Hills, and its unique and beautiful grounds offer a woodsy tranquil atmosphere with streams running under bridges and lush, mature trees and plantings throughout. This three-bedroom, three-bathroom townhome features new carpet, paint, smooth ceilings, and LED lighting upgrades. The entertainer's floor plan offers a formal dining area and wet bar above the step-down living room with high ceilings and sliders that open to a spacious deck viewing out to the pool. A galley-style kitchen flooded with natural light has a five-burner gas cooktop and a breakfast nook with sliders to a sunny balcony, perfect for growing herbs or potted tomatoes. The luxurious primary suite features vaulted ceilings, a walk-in closet, and a balcony viewing over the treetops. Two additional bedrooms and a full bathroom are located on the third floor. The two-car garage opens to a spacious bonus room which is perfect for a gym, playroom, craft room, or office. Warner Village 1 a beautiful community with two pools, two spas, and two tennis courts is located across the street from the bustling Warner Center Park and close to the new outdoor Topanga Village which offers shopping, dining, and entertainment. In-person tours available."
Wilmington,Los Angeles County,CA,SINGLE_FAMILY,685000,"Wonderfully maintained three bedrooms, 2 full bathrooms, over 1600 square foot home located on a nice lot with a big backyard. Spacious, open and inviting floor plan.  Very large living, dining, and  family room concept  with beautiful  flooring throughout and ample windows.  The garage is converted to a cozy den. Beautifully remodeled kitchen with granite countertops.  separate laundry area.  One bedroom and one full bathroom are located in the front section of the home.  A step down den, two bedrooms and one full bath completes  the back section of the home.  Other features include a covered patio in the back yard and a covered carport, in front.  An absolute must see."
Los Angeles,Los Angeles County,CA,CONDO,700000,"This bright, Art Deco Revival is romantic and bold, with tray ceilings, a formal dining room, a built-in bookshelf, vintage 3-panel doors, original hardwood floors, inset nook details, ornate period arches, a decorative fireplace, a large bay window in the living room, and a private gated patio and yard. This sun-drenched two-bedroom has been updated with a character-filled designed kitchen featuring new appliances, open shelving, new geometric deco tile floors, subway tile walls, and butcher block countertops. The bedrooms have cove ceilings and classic picture molding. The black and white bath has been remodeled with subway tiles, a soaking tub, a stand-alone modern shower, and deco-style double sinks. Fantastic location in the middle of historic Fairfax district, near Beverly Village, two blocks from the Grove, Farmer's Market, Pan Pacific Park and so much more! In-unit laundry, 1 car garage, HVAC, and low HOAs."
Panorama City,Los Angeles County,CA,SINGLE_FAMILY,709000,"Charming home in attractive neighborhood. Three bedrooms, two baths. Central Heat/AC. Dual pane windows. Conveniently located near transportation and freeways. Nice layout, Kitchen is open to Living Room on one side and a large Dining Room on the other. French Doors in both the Dining Room and the Primary Bedroom open out to the large, beautifully landscaped back yard. Showings by appointment. Please do not disturb occupant. Don't miss this one!"
Sun Valley,Los Angeles County,CA,SINGLE_FAMILY,690000,"Burbank adjacent, 3 bedroom & 1.5 bath home in Sun Valley, with granite countertop in kitchen, tile flooring in the living room and laminate flooring in all bedrooms. This 7,292 square foot lot home offers a LARGE backyard, large enough to build a large ADU or pool! This is your empty canvas!!! The house comes with an attached 2 garage also with possibilities of converting it into an ADU, spacious driveway for up to three cars. Easy access to Burbank Airport, freeways, public transportation (Metrolink), and local shopping minutes away."
Burbank,Los Angeles County,CA,TOWNHOUSE,700000,"Cabrini Villas * Updated Townhouse * 2 Bedrooms / 2.5 Bathrooms * 1,244sqft * 1977 Built * Recessed Lighting * Updated Kitchen * Laminate Floors * Central A/C * Private Patio * 2 Car Attached Garage With Bonus Room * Laundry Hookups Inside * Community Has 7 Pools, 4 Spas, Basketball, Volleyball Court & Tennis Courts, Club House, Large Park * HOA $535/m"
Los Angeles,Los Angeles County,CA,CONDO,685624,"Completely upgraded Smart condo situated in the heart of Hollywood's Media District. Features include recessed lighting, central air + heat, oversized balcony and dual main bedroom suites with HUGE walk-in closets. The updated kitchen includes brand new quartz counters, custom cabinetry w/ accent lighting & stainless steel appliances. Additional bonuses include a Nest thermostat, Smart lighting (compatible w/ Alexa/Google/Apple), new AC condenser and two side-by-side parking spaces. Well-maintained Spanish style building with guest parking, low HOA dues (which include EQ insurance) and Hollywood Hills views from the building's furnished rooftop deck. Centrally located in one of Hollywood's most desirable neighborhoods just minutes away from numerous restaurants, nightlife and shopping options."
